Sala: 101 , Prédio: CAA , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , Tópicos Em Genética , Métodos Analíticos Em Biomedicina , Métodos Analíticos Em Biomedicina , 
14:50:00 - 15:40:00 , , , Tópicos Em Genética , Métodos Analíticos Em Biomedicina , Métodos Analíticos Em Biomedicina , 
16:00:00 - 16:50:00 , , Administração Da Produção E Operações , Tópicos Em Genética , Métodos Analíticos Em Biomedicina , Métodos Analíticos Em Biomedicina , 
16:50:00 - 17:40:00 , , Administração Da Produção E Operações , Tópicos Em Genética , Métodos Analíticos Em Biomedicina , Métodos Analíticos Em Biomedicina , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , Educação Em Saúde , , Anatomia Vegetal , 
19:35:00 - 20:20:00 , , , Educação Em Saúde , , Anatomia Vegetal , 
20:30:00 - 21:15:00 , , , Educação Em Saúde , , Mecânica Clássica I , 
21:15:00 - 22:00:00 , , , Educação Em Saúde , , Mecânica Clássica I , 
Sala: 101 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 102 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , Biossegurança , Direito Empresarial , Física Aplicada À Biologia , Visualização De Informações , Princípios De Economia 
08:50:00 - 09:40:00 , , Biossegurança , Direito Empresarial , Física Aplicada À Biologia , Visualização De Informações , Princípios De Economia 
10:00:00 - 10:50:00 , , Biossegurança , Física Iii , Introdução À Teoria Da Contabilidade , Física Iii , Introdução À Teoria Da Contabilidade 
10:50:00 - 11:40:00 , , Biossegurança , Física Iii , Introdução À Teoria Da Contabilidade , Física Iii , Introdução À Teoria Da Contabilidade 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , Introdução À Computação , Físico-Química , Cálculo Diferencial , Didática Da Matemática I , Cálculo Diferencial 
14:50:00 - 15:40:00 , , Introdução À Computação , Físico-Química , Cálculo Diferencial , Didática Da Matemática I , Cálculo Diferencial 
16:00:00 - 16:50:00 , , Morfologia E Taxonomia Vegetal , Geometria Analítica , Física I , Geometria Analítica , Cálculo 1c 
16:50:00 - 17:40:00 , , Morfologia E Taxonomia Vegetal , Geometria Analítica , Física I , Geometria Analítica , Cálculo 1c 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , Introdução À Teoria Da Contabilidade , Tópicos Em Contabilidade I , Introdução À Programação , Tópicos Em Contabilidade I , Marketing Ii 
19:35:00 - 20:20:00 , , Introdução À Teoria Da Contabilidade , Tópicos Em Contabilidade I , Introdução À Programação , Tópicos Em Contabilidade I , Marketing Ii 
20:30:00 - 21:15:00 , , Cálculo Diferencial , Manutenção De Software , Direito Trabalhista E Previdenciário , Tópicos Em Contabilidade I , Introdução À Programação 
21:15:00 - 22:00:00 , , Cálculo Diferencial , Manutenção De Software , Direito Trabalhista E Previdenciário , Tópicos Em Contabilidade I , Introdução À Programação 
Sala: 103 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , Introdução Aos Métodos Instrumentais De Análise , Visualização De Informações , Laboratório De Relações Internacionais Ii , Demografia Econômica , Filosofia Da Linguagem 
08:50:00 - 09:40:00 , , Introdução Aos Métodos Instrumentais De Análise , Visualização De Informações , Laboratório De Relações Internacionais Ii , Demografia Econômica , Filosofia Da Linguagem 
10:00:00 - 10:50:00 , , Tópicos Em Contabilidade I , Tópicos Em Contabilidade I , Cálculo 1b , Tópicos Em Contabilidade I , Filosofia Da Linguagem 
10:50:00 - 11:40:00 , , Tópicos Em Contabilidade I , Tópicos Em Contabilidade I , Cálculo 1b , Tópicos Em Contabilidade I , Filosofia Da Linguagem 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , História Da Matemática , Didática Da Matemática I , Introdução À Computação , Filosofia Da Linguagem , Introdução À Computação 
14:50:00 - 15:40:00 , , História Da Matemática , Didática Da Matemática I , Introdução À Computação , Filosofia Da Linguagem , Introdução À Computação 
16:00:00 - 16:50:00 , , Cálculo De Funções De Várias Variáveis , Engenharia Bioquímica , Cálculo De Funções De Várias Variáveis , Filosofia Da Linguagem , Física I 
16:50:00 - 17:40:00 , , Cálculo De Funções De Várias Variáveis , Engenharia Bioquímica , Cálculo De Funções De Várias Variáveis , Filosofia Da Linguagem , Física I 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , Marketing Ii , Linguagem De Programação Java , Marketing Ii , Sistemas De Apoio À Decisão , Filosofia Da Linguagem 
19:35:00 - 20:20:00 , , Marketing Ii , Linguagem De Programação Java , Marketing Ii , Sistemas De Apoio À Decisão , Filosofia Da Linguagem 
20:30:00 - 21:15:00 , , Marketing Ii , Linguagem De Programação Java , Marketing Ii , Tópicos Em Contabilidade I , Filosofia Da Linguagem 
21:15:00 - 22:00:00 , , Marketing Ii , Linguagem De Programação Java , Marketing Ii , Tópicos Em Contabilidade I , Filosofia Da Linguagem 
Sala: 106 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 105 , Prédio: CAA , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , Introdução À Computação , Tópicos Em Contabilidade I 
08:50:00 - 09:40:00 , , , , , Introdução À Computação , Tópicos Em Contabilidade I 
10:00:00 - 10:50:00 , , , , Elaboração E Análise De Projetos , Introdução À Computação , Mercadologia 
10:50:00 - 11:40:00 , , , , Elaboração E Análise De Projetos , Introdução À Computação , Mercadologia 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , Tópicos Em Matemática , , Tópicos Em Matemática , 
16:50:00 - 17:40:00 , , , Tópicos Em Matemática , , Tópicos Em Matemática , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , Tópicos Em Contabilidade I , , , , 
19:35:00 - 20:20:00 , , Tópicos Em Contabilidade I , , , , 
20:30:00 - 21:15:00 , , , , Princípios De Economia , Sistemas Operacionais , 
21:15:00 - 22:00:00 , , , , Princípios De Economia , Sistemas Operacionais , 
Sala: 104 , Prédio: CAA , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , Mercadologia , , Tópicos Em Genética , Mercadologia , 
08:50:00 - 09:40:00 , , Mercadologia , , Tópicos Em Genética , Mercadologia , 
10:00:00 - 10:50:00 , , , , Tópicos Em Genética , Trabalho De Conclusão De Curso 2 , 
10:50:00 - 11:40:00 , , , , Tópicos Em Genética , Trabalho De Conclusão De Curso 2 , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , Farmacologia I 
14:50:00 - 15:40:00 , , , , , , Farmacologia I 
16:00:00 - 16:50:00 , , , , , , Farmacologia I 
16:50:00 - 17:40:00 , , , , , , Farmacologia I 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , Termodinâmica , , Termodinâmica , , 
19:35:00 - 20:20:00 , , Termodinâmica , , Termodinâmica , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 107 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 108 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , Estatística Econômica E Introdução À Econometria 
08:50:00 - 09:40:00 , , , , , , Estatística Econômica E Introdução À Econometria 
10:00:00 - 10:50:00 , , Fisiologia Humana , Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos , Engenharia Bioquímica , Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos , Estatística Econômica E Introdução À Econometria 
10:50:00 - 11:40:00 , , Fisiologia Humana , Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos , Engenharia Bioquímica , Educação Para Relações Étnicas Raciais E Para Os Direitos Humanos , Estatística Econômica E Introdução À Econometria 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , Fisiologia Humana , Fisiologia Humana , , , 
14:50:00 - 15:40:00 , , Fisiologia Humana , Fisiologia Humana , , , 
16:00:00 - 16:50:00 , , Fisiologia Humana , , , , História Da Matemática 
16:50:00 - 17:40:00 , , Fisiologia Humana , , , , História Da Matemática 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , Finanças I 
19:35:00 - 20:20:00 , , , , , , Finanças I 
20:30:00 - 21:15:00 , , Princípios De Economia , Prática De Ensino Orientada , Princípios De Economia , Prática De Ensino Orientada , História Da Matemática 
21:15:00 - 22:00:00 , , Princípios De Economia , Prática De Ensino Orientada , Princípios De Economia , Prática De Ensino Orientada , História Da Matemática 
Sala: 109 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , Corpo Humano Saudável I , , Corpo Humano Saudável I , Introdução À Língua Brasileira De Sinais - Libras , 
08:50:00 - 09:40:00 , , Corpo Humano Saudável I , , Corpo Humano Saudável I , Introdução À Língua Brasileira De Sinais - Libras , 
10:00:00 - 10:50:00 , , , , , Introdução À Língua Brasileira De Sinais - Libras , 
10:50:00 - 11:40:00 , , , , , Introdução À Língua Brasileira De Sinais - Libras , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , Introdução À Língua Brasileira De Sinais - Libras 
14:50:00 - 15:40:00 , , , , , , Introdução À Língua Brasileira De Sinais - Libras 
16:00:00 - 16:50:00 , , , Introdução As Operações Unitárias , , Introdução As Operações Unitárias , Introdução À Língua Brasileira De Sinais - Libras 
16:50:00 - 17:40:00 , , , Introdução As Operações Unitárias , , Introdução As Operações Unitárias , Introdução À Língua Brasileira De Sinais - Libras 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , Sistemas Operacionais , Físico-Química 2 
19:35:00 - 20:20:00 , , , , , Sistemas Operacionais , Físico-Química 2 
20:30:00 - 21:15:00 , , , , , , Físico-Química 2 
21:15:00 - 22:00:00 , , , , , , Físico-Química 2 
Sala: 110 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 201 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 202 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 203 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 204 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 205 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 206 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 208 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 209 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 301 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , Corpo Humano Saudável I , , 
08:00:00 - 08:50:00 , , Estatística Econômica E Introdução À Econometria , Corpo Humano Saudável I , Estatística Econômica E Introdução À Econometria , Físico-Química , 
08:50:00 - 09:40:00 , , Estatística Econômica E Introdução À Econometria , Corpo Humano Saudável I , Estatística Econômica E Introdução À Econometria , Físico-Química , 
10:00:00 - 10:50:00 , , , Corpo Humano Saudável I , Corpo Humano Saudável I , Corpo Humano Saudável I , 
10:50:00 - 11:40:00 , , , Corpo Humano Saudável I , Corpo Humano Saudável I , Corpo Humano Saudável I , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , Introdução As Operações Unitárias , , Introdução As Operações Unitárias , , 
14:00:00 - 14:50:00 , , Introdução As Operações Unitárias , Princípios De Economia , Introdução As Operações Unitárias , , 
14:50:00 - 15:40:00 , , Introdução As Operações Unitárias , Princípios De Economia , Introdução As Operações Unitárias , , 
16:00:00 - 16:50:00 , , Físico-Química 4 , Princípios De Economia , Físico-Química 4 , , 
16:50:00 - 17:40:00 , , Físico-Química 4 , Princípios De Economia , Físico-Química 4 , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , Finanças I , , Finanças I , , 
19:35:00 - 20:20:00 , , Finanças I , , Finanças I , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 302 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 303 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
16:50:00 - 17:40:00 , , , , , , 
17:40:00 - 18:30:00 , , , , , , 
18:05:00 - 18:50:00 , , , , , , 
18:50:00 - 19:35:00 , , , , , , 
19:35:00 - 20:20:00 , , , , , , 
20:30:00 - 21:15:00 , , , , , , 
21:15:00 - 22:00:00 , , , , , , 
Sala: 304 , Prédio: CAB , Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo
07:10:00 - 08:00:00 , , , , , , 
08:00:00 - 08:50:00 , , , , , , 
08:50:00 - 09:40:00 , , , , , , 
10:00:00 - 10:50:00 , , , , , , 
10:50:00 - 11:40:00 , , , , , , 
11:40:00 - 12:30:00 , , , , , , 
13:10:00 - 14:00:00 , , , , , , 
14:00:00 - 14:50:00 , , , , , , 
14:50:00 - 15:40:00 , , , , , , 
16:00:00 - 16:50:00 , , , , , , 
